中文字詞,英文字詞,出現頻率,負責單位
食品微生物之檢驗方法－沙門氏桿菌之檢驗,Methods of Test for Food Microorganisms - Test of Salmonella,1,
動物用藥管制,control of veterinary drugs,1,防檢署、食藥署(食品組1科)
農藥殘留,pesticides residue,1,防檢署、食藥署(食品組1科)
Commission Implementing Regulation (EU) 2021/808,Commission Implementing Regulation (EU) 2021/808,1,中央畜產會
Commission Regulation (EC) No 333/2007,Commission Regulation (EC) No 333/2007,1,中央畜產會
Commission Regulation (EC) No 401/2006,Commission Regulation (EC) No 401/2006,1,中央畜產會
Commission Regulation (EU) 2017/644,Commission Regulation (EU) 2017/644,1,中央畜產會
Codex Alimentarius guidelines,Codex Alimentarius guidelines,1,中央畜產會
檢驗樣品,test samples,1,
標準作業程序,SOPs,1,
檢體收受、儲存及處理,"receipt, storage, and handing of testing samples",1,
實地稽查,on-site audit,1,
供人食用,intended for human consumption,1,
輸出認證,Export Certification,1,
核證人員,certifying officers,1,
輸出區,export facilities,1,
輸出認證,export certificates,1,
微生物衛生標準,microbial limits,1,
食品安全衛生管理系統,food safety management system,1,
衛生主管機關,Health authorities,1,
現場查核,on-site inspections,1,
組織滴蟲藥,histomonostats,1,防檢署
抗寄生蟲藥,parasites,1,防檢署
獸藥,veterinary drug,1,防檢署
肉雞,broiler chickens,1,防檢署
不合格肉類產品,non compliant meat products,1,
經濟貿易辦事處,economic and trade office,1,
不合格產品,non-compliant products,1,
新產品,new commodities,1,
公共衛生（衛生）,public health (hygiene),1,
兔子及家養野味,Rabbits and farmed game,1,
能力測試計畫,proficiency testing programmes,1,
微生物學,microbiology,1,
上市後檢驗,post-market testing,1,
能力測試,Proficiency Test (PT),1,
食品檢驗效能評鑑計畫,Food Examination Performance Assessment Scheme (FEPAS),1,
食品微生物檢驗,Test for Food Microorganisms,1,
沙拉,salad,1,
軟起司,soft cheese,1,
液態蛋,liquid egg,1,
雞肉,chicken,1,
研磨辣椒,ground peppers,1,
加熱肉品,Heat-treated Meat Products,1,
衛生安全取樣分析作業指南,Guidelines Governing Implementation of Hygiene and Safety Sampling and Analysis System,1,
促進生長,growth promotion,1,
微生物檢測,test for microorganisms,1,食藥署(食品組)
食品用洗潔劑衛生標準,Sanitation Standard for Food Cleansers,1,
生鮮即食食品,fresh ready-to-eat foods,1,
生食用蔬果,fruits and vegetables to be eaten raw,1,
生食用水產品,aquatic products to be eaten raw,1,
公共健康,public health,1,
國家殘留物監控計畫,national residue monitoring programme,1,
動物用藥及含藥飼料使用,use of veterinary medicines and medicated feedstuffs,1,
輸出,exports,1,
輸入,imports,1,
衛生食品藥物管理署,"TFDA, MOHW",1,
食品安全與衛生管理,management of food sanitation and safety,1,MOHW、TFDA
最大動物源原料殘留量,maximum residue levels (MRLs) in raw materials of animal origin,1,TFDA、研究室
優良製造規範,Good Manufacturing Practice,1,Division、Management、Risk、of
分切,dressing,1,
重要管制點,critical control point,1,
檢驗方法,test methods,1,食藥署
檢驗範圍,test scope,1,食藥署
食品檢驗機構認證證明書,Ministry of Health Welfare Accreditation Certificate in Food Testing Institution,1,食藥署
動物用藥殘留,Veterinary Drug Residue,1,食藥署
動物健康及獸醫公共健康機關,animal health and veterinary public health organisations,1,
動物健康主管機關,national organization identified with responsibility for animal health,1,
查核、檢驗、稽查,"examination, testing, effective monitoring and inspection",1,
食品安全風險評估及管理措施,food safety risk assessment and management measures,1,
健康證明,health attestations,1,
範例證書,model certificate,1,
認證人員,certifying officers,1,
肉品衞生標準,meat hygiene standards,1,
一般食品衛生標準,Sanitary Standard for General Foods,1,
肉品工廠,meat processing plant,1,食藥署
HACCP稽查專案計畫,HACCP inspection program,1,食藥署
高風險廠商,high-risk manufacturers,1,食藥署
違規,non-compliances,1,食藥署
不合規樣本,non-compliant sample,1,
預防控制計畫,Preventive control plans,1,
業者,Operators,1,
衛生風險,hygiene risks,1,
監控和驗證活動,monitoring and verification activities,1,
食品製造製程,food manufacturing process,1,
食品從業人員,food practitioner,1,
品質管理,quality management,1,
非即食食品,Non Ready-To-Eat,1,
查核與檢驗計畫,Examination and Testing Projects,1,
衛生主管機構,health competent authorities,1,
全國化學殘留物監測計劃,National Chemical Residue Sampling plan,1,
英國標準,GB standards,1,
動物用藥,residues of veterinary medicines,1,
食品化學能力測試,Food Chemistry Proficiency Test,1,
牛奶中的戴奧辛和多氯聯苯,Dioxins and PCBs in Milk,1,
英國認證服務,United Kingdom Accreditation Service (UKAS),1,
實驗室品質管制,laboratory quality control,1,
自檢,own-check,1,
第三方驗證機構,third party certification bodies,1,
驗證機構,certification body (CB),1,
食品添加物業者,food additive industries,1,
國家型動物用藥殘留監測計畫,national monitoring plan on layer farms for veterinary drug residues,1,APHIA
獸藥殘留監測計畫,veterinary drug residue monitoring plan,1,APHIA
歐盟法規,EU regulation,1,APHIA
輸銷歐盟管理作業規範,Direction on Exporting Food Products to the European Union Countries,1,TFDA
追溯,trace back,1,TFDA
HACCP（或等效國際標準）計畫,HACCP (or equivalent international standard) Program,1,
肉類安全和品質保證,meat safety and quality assurance,1,
中央主管機關,NCA (central competent authority),1,
肉製品加工業者之食品安全管制系統,HACCP for processing meat processing industries,1,
年度食品安全管制系統檢查計畫,annual HACCP inspection program,1,
食品相關衛生規定,food-related hygiene regulation,1,
單一實驗室分析方法驗證的協調準則,Harmonized guidelines for single laboratory validation of methods of analysis,1,
檢驗方法之確效,method validation,1,
畜產會,NAIF laboratory,1,畜產會
生物製劑,biological agents,1,
化學製劑,chemicals,1,
殺蟲劑,pesticides,1,
放射性核素,radionuclides,1,
金屬,metals,1,
試驗室檢測效能,Testing capabilities of the laboratories,1,
驗證基準,certification criteria,1,標準局
食品工業研究所,Food Industry Research and Development Institute (FIRDI),1,標準局
稽核,audit,1,標準局
防檢局,APHIA,1,防檢局
檢驗登記,testing and registration,1,防檢局
委員會規範 96/23/EC 第 7 條之 1,Article 7 indent 1 of Council Directive 96/23/EC,1,
衛生或植物檢疫,sanitary or phytosanitary,1,
進口食品,imported products,1,
邊境,border inspection,1,
不定期稽核,irregular audits,1,
法律和法規,laws and regulation,1,
監督／監測程序,supervision/monitor procedures,1,
產品輸出證明,certificates of exporting products,1,
官方認證實驗室,official certified laboratories,1,食品藥物管理署
摻偽、假冒,adulteration and counterfeiting,1,食品藥物管理署
抽批查核,randomly-selected batch inspections,1,
報驗義務人,inspection applicant,1,
動物用藥品製造業者,veterinary drug manufacturers,1,
輸入業者,importers,1,
直轄市或縣（市）主管機關,municipal competent authority,1,
動物用藥品使用準則,Regulations for Administration to Veterinary Drug,1,
包裝食品,packaged foods,1,
成分標示,indication of the ingredients,1,
過敏原管制計畫,allergen control program,1,
出口衛生證明書,export health certificate,1,北區管理中心、防檢署
動物健康狀態,animal health status,1,北區管理中心、防檢署
乳品,dairy,1,
食品追蹤追溯,Traceability of Food stuff,1,
低酸性罐頭肉品,low acid canned meat,1,
低酸性罐頭食品,low-acid canned food,1,
熱處理,thermal processes,1,
殺菌值,sterilization value,1,
殺菌設備,sterilization equipment,1,
上市後監測計畫,post-market surveillance programs,1,
已報廢之動物,condemned animals,1,
不可食用之材料,inedible material,1,
生產輸銷美國加熱肉品食品工廠監督管理要點,Directions (for producing heat-treated meat products intended to export to the U.S.),1,
查核計畫查檢表,Checklist,1,
衛生監測行動,sanitary monitoring activities,1,食藥署(三區管中心)
不合格情況,non-conformity,1,食藥署(三區管中心)
食品工廠,food facilities,1,食藥署(三區管中心)
不符合法規規定,non-compliance with the regulatory requirements,1,食藥署(三區管中心)
衛生局稽查員,official inspector of the local health bureaus,1,食藥署(三區管中心)
複查,follow-up inspection,1,食藥署(三區管中心)
食品業者,food facilities,1,食藥署(三區管中心)
病媒防治計畫,pest control programmes,1,
病媒防治措施,prevention and control measures against pests,1,
食品查核檢驗管制措施辦法,The Food Inspection Measure Regulation,1,
縣（市）衛生局,Local Health Bureaus,1,
PMDS (產品管理配送系統),PMDS (Product Management Distribution System),1,
縣（市）衛生局,local county/city health bureaus,1,
TFDA (食藥署),TFDA,1,
未上市水產品產地監測計畫,Quality and Hygienic Condition Surveillance of Fisheries Products on Fish Farms and vessels,1,
環保署,Environmental Protect on Administration,1,
自願認證體系,voluntary certification system,1,
水產品加工業者,aquatic product processors,1,食品組
乳品業管制,official controls in the dairy sector,1,
乳品加工廠,processing establishments,1,
食品衛生稽查員訓練,food hygiene inspectors training,1,TFDA
關於食品衛生之歐盟法規,EU legislation on food hygiene,1,FSI
對動物源食品之特定衛生規則,specific hygiene rules for food of animal origin,1,FSI
輸出食品與飼料之衛生和安全管理系統之執行要求,Requirements for implementing hygiene and safety management system of food and feed for export,1,BSMI
標示、食品添加物、包裝和可追溯性之相關歐盟法規,"EU legislation on labelling, food additives, packaging, and traceability",1,FSI
水產養殖場管理技巧,Aquaculture farm management techniques,1,FA
中國輸入與輸出管制相關規則,Regulations relating to import and export controls in China,1,BAPHIQ
申請輸出用衛生證明書相關規則,Regulations relating to applying for issuance of health certificate for exportation,1,BSMI
輸出食品與飼料之衛生與安全管理系統認證之稽查準則,Inspection Criteria for hygiene and safety management system certification of food and feed for Export,1,FSI
魚類加工廠常見稽查缺失,Common deficiencies in relation to inspection of fish processing plants,1,FSI
澳洲乳品,Australian dairy,1,TFDA
日本肉類,Japanese meat,1,TFDA
歐洲水產品,European aquatic products,1,TFDA
俄羅斯水產品,Russian aquatic products,1,TFDA
美國肉類,American meat,1,TFDA
肉品廠,Meat plant,1,TFDA
乳品廠,Dairy plant,1,TFDA
水產品廠,Aquatic products plant,1,TFDA
農地,Farmland,1,TFDA
肉類處理,Meat operation,1,TFDA
美國動植物防疫檢疫署（APHIS）：食品安全檢驗與動植物防疫措施協定,Animal and Plant Health Inspection Service (APHIS): Agreement on the Application of Sanitary and Phytosanitary Measures,1,TRPMA
美國乳品,American dairy,1,TFDA
專一性,specificity,1,
線性,linearity,1,
準確度,accuracy,1,
精密度,precision,1,
重複性,repeatability,1,
中間精密度,intermediate precision,1,
再現性,reproducibility,1,
採樣稽查計畫,collection inspection,1,
肉類和肉製品,meat and meat product,1,
輸入食品及相關產品符合免申請輸入查驗之條件與其適用之通關代碼,Importation of Products That Are Not Intended for Sale and Whose Value and Quantity Are Consistent with the Public Announcement of the Central Competent Authority May Be Exempt from Applying for Inspection,1,
免申請輸入查驗,exempted from application for inspection,1,
產品管理配送系統,PMDS (Product Management Distribution System),1,
食品殘留動物用藥含量,foods with veterinary drugs residue,1,
動物用藥殘留,residue of veterinary drug,1,
微生物檢驗,microorganisms test,1,
不合格結果,non-compliant result,1,
採樣日期,Date of sampling,1,
分析結果可用日期,Date of availability of the analytical results,1,
檢測出的殘留物質,The residue identified,1,
測得的濃度,The concentration measured,1,
使用的分析方法,The analytical method used,1,
不合格的原因,The reason for the non-compliance,1,
動物用藥殘留量檢驗方法-抗生素及其代謝物多重殘留分析,Method of Test for Veterinary Drug Residues in Food-Multiresidue Analysis of Antibiotics and its Metabolite,1,
